time (s),reference position (m),reference velocity (m/s),position (m),velocity (m/s),voltage (V)
2.75,1.6764,0,1.6764,5.06609e-14,0.276395
2.7525,1.6764,0,1.6764,5.06609e-14,0.276395
2.755,1.6764,0,1.6764,5.06609e-14,0.276395
2.7575,1.6764,0,1.6764,5.06609e-14,0.276395
2.76,1.6764,0,1.6764,5.06609e-14,0.276395
2.7625,1.6764,0,1.6764,5.06609e-14,0.276395
2.765,1.6764,0,1.6764,5.06609e-14,0.276395
2.7675,1.6764,0,1.6764,5.06609e-14,0.276395
2.77,1.6764,0,1.6764,5.06609e-14,0.276395
2.7725,1.6764,0,1.6764,5.06609e-14,0.276395
2.775,1.6764,0,1.6764,5.06609e-14,0.276395
2.7775,1.6764,0,1.6764,5.06609e-14,0.276395
2.78,1.6764,0,1.6764,5.06609e-14,0.276395
2.7825,1.6764,0,1.6764,5.06609e-14,0.276395
2.785,1.6764,0,1.6764,5.06609e-14,0.276395
2.7875,1.6764,0,1.6764,5.06609e-14,0.276395
2.79,1.6764,0,1.6764,5.06609e-14,0.276395
2.7925,1.6764,0,1.6764,5.06609e-14,0.276395
2.795,1.6764,0,1.6764,5.06609e-14,0.276395
2.7975,1.6764,0,1.6764,5.06609e-14,0.276395
2.8,1.6764,0,1.6764,5.06609e-14,0.276395
2.8025,1.6764,0,1.6764,5.06609e-14,0.276395
2.805,1.6764,0,1.6764,5.06609e-14,0.276395
2.8075,1.6764,0,1.6764,5.06609e-14,0.276395
2.81,1.6764,0,1.6764,5.06609e-14,0.276395
2.8125,1.6764,0,1.6764,5.06609e-14,0.276395
2.815,1.6764,0,1.6764,5.06609e-14,0.276395
2.8175,1.6764,0,1.6764,5.06609e-14,0.276395
2.82,1.6764,0,1.6764,5.06609e-14,0.276395
2.8225,1.6764,0,1.6764,5.06609e-14,0.276395
2.825,1.6764,0,1.6764,5.06609e-14,0.276395
2.8275,1.6764,0,1.6764,5.06609e-14,0.276395
2.83,1.6764,0,1.6764,5.06609e-14,0.276395
2.8325,1.6764,0,1.6764,5.06609e-14,0.276395
2.835,1.6764,0,1.6764,5.06609e-14,0.276395
2.8375,1.6764,0,1.6764,5.06609e-14,0.276395
2.84,1.6764,0,1.6764,5.06609e-14,0.276395
2.8425,1.6764,0,1.6764,5.06609e-14,0.276395
2.845,1.6764,0,1.6764,5.06609e-14,0.276395
2.8475,1.6764,0,1.6764,5.06609e-14,0.276395
2.85,1.6764,0,1.6764,5.06609e-14,0.276395
2.8525,1.6764,0,1.6764,5.06609e-14,0.276395
2.855,1.6764,0,1.6764,5.06609e-14,0.276395
2.8575,1.6764,0,1.6764,5.06609e-14,0.276395
2.86,1.6764,0,1.6764,5.06609e-14,0.276395
2.8625,1.6764,0,1.6764,5.06609e-14,0.276395
2.865,1.6764,0,1.6764,5.06609e-14,0.276395
2.8675,1.6764,0,1.6764,5.06609e-14,0.276395
2.87,1.6764,0,1.6764,5.06609e-14,0.276395
2.8725,1.6764,0,1.6764,5.06609e-14,0.276395
2.875,1.6764,0,1.6764,5.06609e-14,0.276395
2.8775,1.6764,0,1.6764,5.06609e-14,0.276395
2.88,1.6764,0,1.6764,5.06609e-14,0.276395
2.8825,1.6764,0,1.6764,5.06609e-14,0.276395
2.885,1.6764,0,1.6764,5.06609e-14,0.276395
2.8875,1.6764,0,1.6764,5.06609e-14,0.276395
2.89,1.6764,0,1.6764,5.06609e-14,0.276395
2.8925,1.6764,0,1.6764,5.06609e-14,0.276395
2.895,1.6764,0,1.6764,5.06609e-14,0.276395
2.8975,1.6764,0,1.6764,5.06609e-14,0.276395
2.9,1.6764,0,1.6764,5.06609e-14,0.276395
2.9025,1.6764,0,1.6764,5.06609e-14,0.276395
2.905,1.6764,0,1.6764,5.06609e-14,0.276395
2.9075,1.6764,0,1.6764,5.06609e-14,0.276395
2.91,1.6764,0,1.6764,5.06609e-14,0.276395
2.9125,1.6764,0,1.6764,5.06609e-14,0.276395
2.915,1.6764,0,1.6764,5.06609e-14,0.276395
2.9175,1.6764,0,1.6764,5.06609e-14,0.276395
2.92,1.6764,0,1.6764,5.06609e-14,0.276395
2.9225,1.6764,0,1.6764,5.06609e-14,0.276395
2.925,1.6764,0,1.6764,5.06609e-14,0.276395
2.9275,1.6764,0,1.6764,5.06609e-14,0.276395
2.93,1.6764,0,1.6764,5.06609e-14,0.276395
2.9325,1.6764,0,1.6764,5.06609e-14,0.276395
2.935,1.6764,0,1.6764,5.06609e-14,0.276395
2.9375,1.6764,0,1.6764,5.06609e-14,0.276395
2.94,1.6764,0,1.6764,5.06609e-14,0.276395
2.9425,1.6764,0,1.6764,5.06609e-14,0.276395
2.945,1.6764,0,1.6764,5.06609e-14,0.276395
2.9475,1.6764,0,1.6764,5.06609e-14,0.276395
2.95,1.6764,0,1.6764,5.06609e-14,0.276395
2.9525,1.6764,0,1.6764,5.06609e-14,0.276395
2.955,1.6764,0,1.6764,5.06609e-14,0.276395
2.9575,1.6764,0,1.6764,5.06609e-14,0.276395
2.96,1.6764,0,1.6764,5.06609e-14,0.276395
2.9625,1.6764,0,1.6764,5.06609e-14,0.276395
2.965,1.6764,0,1.6764,5.06609e-14,0.276395
2.9675,1.6764,0,1.6764,5.06609e-14,0.276395
2.97,1.6764,0,1.6764,5.06609e-14,0.276395
2.9725,1.6764,0,1.6764,5.06609e-14,0.276395
2.975,1.6764,0,1.6764,5.06609e-14,0.276395
2.9775,1.6764,0,1.6764,5.06609e-14,0.276395
2.98,1.6764,0,1.6764,5.06609e-14,0.276395
2.9825,1.6764,0,1.6764,5.06609e-14,0.276395
2.985,1.6764,0,1.6764,5.06609e-14,0.276395
2.9875,1.6764,0,1.6764,5.06609e-14,0.276395
2.99,1.6764,0,1.6764,5.06609e-14,0.276395
2.9925,1.6764,0,1.6764,5.06609e-14,0.276395
2.995,1.6764,0,1.6764,5.06609e-14,0.276395
2.9975,1.6764,0,1.6764,5.06609e-14,0.276395
3,1.6764,0,1.6764,5.06609e-14,0.276395
3.0025,1.67623,-0.132271,1.67634,-0.0457989,-0.391577
3.005,1.67574,-0.264542,1.67614,-0.106699,-0.890516
3.0075,1.67491,-0.396813,1.67578,-0.173984,-1.35421
3.01,1.67375,-0.529084,1.67525,-0.245108,-1.81964
3.0125,1.67227,-0.661355,1.67454,-0.319266,-2.29667
3.015,1.67045,-0.793626,1.67363,-0.39614,-2.78754
3.0175,1.6683,-0.925897,1.67253,-0.475558,-3.29242
3.02,1.66582,-1.05817,1.67123,-0.55739,-3.81088
3.0225,1.66301,-1.19044,1.66973,-0.641521,-4.34237
3.025,1.65987,-1.32271,1.66801,-0.727846,-4.88631
3.0275,1.65639,-1.45498,1.66607,-0.816265,-5.44213
3.03,1.65259,-1.58725,1.6639,-0.906682,-6.0093
3.0325,1.64846,-1.71952,1.66151,-0.999006,-6.5873
3.035,1.64399,-1.85179,1.65888,-1.09315,-7.17564
3.0375,1.6392,-1.98406,1.65602,-1.18903,-7.77384
3.04,1.63407,-2.11634,1.65291,-1.28657,-8.38146
3.0425,1.62862,-2.24861,1.64956,-1.38569,-8.99807
3.045,1.62283,-2.38088,1.64596,-1.48633,-9.62326
3.0475,1.61671,-2.51315,1.64211,-1.5884,-10.2566
3.05,1.61026,-2.64542,1.63799,-1.69185,-10.8978
3.0525,1.60349,-2.77769,1.63362,-1.79661,-11.5465
3.055,1.59638,-2.90996,1.62901,-1.88876,-12
3.0575,1.58894,-3.04223,1.62421,-1.94247,-12
3.06,1.58116,-3.1745,1.61931,-1.97377,-12
3.0625,1.57306,-3.30677,1.61435,-1.99201,-12
3.065,1.56463,-3.43905,1.60936,-2.00264,-12
3.0675,1.55587,-3.57132,1.60434,-2.00883,-12
3.07,1.54677,-3.70359,1.59932,-2.01244,-12
3.0725,1.53735,-3.83586,1.59428,-2.01455,-12
3.075,1.5276,-3.96813,1.58924,-2.01577,-12
3.0775,1.5176,-4,1.5842,-2.01649,-12
3.08,1.5076,-4,1.57916,-2.0169,-12
3.0825,1.4976,-4,1.57412,-2.01715,-12
3.085,1.4876,-4,1.56908,-2.01729,-12
3.0875,1.4776,-4,1.56403,-2.01737,-12
3.09,1.4676,-4,1.55899,-2.01742,-12
3.0925,1.4576,-4,1.55395,-2.01745,-12
3.095,1.4476,-4,1.5489,-2.01746,-12
3.0975,1.4376,-4,1.54386,-2.01747,-12
3.1,1.4276,-4,1.53881,-2.01748,-12
3.1025,1.4176,-4,1.53377,-2.01748,-12
3.105,1.4076,-4,1.52873,-2.01748,-12
3.1075,1.3976,-4,1.52368,-2.01748,-12
3.11,1.3876,-4,1.51864,-2.01748,-12
3.1125,1.3776,-4,1.5136,-2.01748,-12
3.115,1.3676,-4,1.50855,-2.01749,-12
3.1175,1.3576,-4,1.50351,-2.01749,-12
3.12,1.3476,-4,1.49846,-2.01749,-12
3.1225,1.3376,-4,1.49342,-2.01749,-12
3.125,1.3276,-4,1.48838,-2.01749,-12
3.1275,1.3176,-4,1.48333,-2.01749,-12
3.13,1.3076,-4,1.47829,-2.01749,-12
3.1325,1.2976,-4,1.47325,-2.01749,-12
3.135,1.2876,-4,1.4682,-2.01749,-12
3.1375,1.2776,-4,1.46316,-2.01749,-12
3.14,1.2676,-4,1.45812,-2.01749,-12
3.1425,1.2576,-4,1.45307,-2.01749,-12
3.145,1.2476,-4,1.44803,-2.01749,-12
3.1475,1.2376,-4,1.44298,-2.01749,-12
3.15,1.2276,-4,1.43794,-2.01749,-12
3.1525,1.2176,-4,1.4329,-2.01749,-12
3.155,1.2076,-4,1.42785,-2.01749,-12
3.1575,1.1976,-4,1.42281,-2.01749,-12
3.16,1.1876,-4,1.41777,-2.01749,-12
3.1625,1.1776,-4,1.41272,-2.01749,-12
3.165,1.1676,-4,1.40768,-2.01749,-12
3.1675,1.1576,-4,1.40263,-2.01749,-12
3.17,1.1476,-4,1.39759,-2.01749,-12
3.1725,1.1376,-4,1.39255,-2.01749,-12
3.175,1.1276,-4,1.3875,-2.01749,-12
3.1775,1.1176,-4,1.38246,-2.01749,-12
3.18,1.1076,-4,1.37742,-2.01749,-12
3.1825,1.0976,-4,1.37237,-2.01749,-12
3.185,1.0876,-4,1.36733,-2.01749,-12
3.1875,1.0776,-4,1.36228,-2.01749,-12
3.19,1.0676,-4,1.35724,-2.01749,-12
3.1925,1.0576,-4,1.3522,-2.01749,-12
3.195,1.0476,-4,1.34715,-2.01749,-12
3.1975,1.0376,-4,1.34211,-2.01749,-12
3.2,1.0276,-4,1.33707,-2.01749,-12
3.2025,1.0176,-4,1.33202,-2.01749,-12
3.205,1.0076,-4,1.32698,-2.01749,-12
3.2075,0.997605,-4,1.32193,-2.01749,-12
3.21,0.987605,-4,1.31689,-2.01749,-12
3.2125,0.977605,-4,1.31185,-2.01749,-12
3.215,0.967605,-4,1.3068,-2.01749,-12
3.2175,0.957605,-4,1.30176,-2.01749,-12
3.22,0.947605,-4,1.29672,-2.01749,-12
3.2225,0.937605,-4,1.29167,-2.01749,-12
3.225,0.927605,-4,1.28663,-2.01749,-12
3.2275,0.917605,-4,1.28159,-2.01749,-12
3.23,0.907605,-4,1.27654,-2.01749,-12
3.2325,0.897605,-4,1.2715,-2.01749,-12
3.235,0.887605,-4,1.26645,-2.01749,-12
3.2375,0.877605,-4,1.26141,-2.01749,-12
3.24,0.867605,-4,1.25637,-2.01749,-12
3.2425,0.857605,-4,1.25132,-2.01749,-12
3.245,0.847605,-4,1.24628,-2.01749,-12
3.2475,0.837605,-4,1.24124,-2.01749,-12
3.25,0.827605,-4,1.23619,-2.01749,-12
3.2525,0.817605,-4,1.23115,-2.01749,-12
3.255,0.807605,-4,1.2261,-2.01749,-12
3.2575,0.797605,-4,1.22106,-2.01749,-12
3.26,0.787605,-4,1.21602,-2.01749,-12
3.2625,0.777605,-4,1.21097,-2.01749,-12
3.265,0.767605,-4,1.20593,-2.01749,-12
3.2675,0.757605,-4,1.20089,-2.01749,-12
3.27,0.747605,-4,1.19584,-2.01749,-12
3.2725,0.737605,-4,1.1908,-2.01749,-12
3.275,0.727605,-4,1.18575,-2.01749,-12
3.2775,0.717605,-4,1.18071,-2.01749,-12
3.28,0.707605,-4,1.17567,-2.01749,-12
3.2825,0.697605,-4,1.17062,-2.01749,-12
3.285,0.687605,-4,1.16558,-2.01749,-12
3.2875,0.677605,-4,1.16054,-2.01749,-12
3.29,0.667605,-4,1.15549,-2.01749,-12
3.2925,0.657605,-4,1.15045,-2.01749,-12
3.295,0.647605,-4,1.1454,-2.01749,-12
3.2975,0.637605,-4,1.14036,-2.01749,-12
3.3,0.627605,-4,1.13532,-2.01749,-12
3.3025,0.617605,-4,1.13027,-2.01749,-12
3.305,0.607605,-4,1.12523,-2.01749,-12
3.3075,0.597605,-4,1.12019,-2.01749,-12
3.31,0.587605,-4,1.11514,-2.01749,-12
3.3125,0.577605,-4,1.1101,-2.01749,-12
3.315,0.567605,-4,1.10506,-2.01749,-12
3.3175,0.557605,-4,1.10001,-2.01749,-12
3.32,0.547605,-4,1.09497,-2.01749,-12
3.3225,0.537605,-4,1.08992,-2.01749,-12
3.325,0.527605,-4,1.08488,-2.01749,-12
3.3275,0.517605,-4,1.07984,-2.01749,-12
3.33,0.507605,-4,1.07479,-2.01749,-12
3.3325,0.497605,-4,1.06975,-2.01749,-12
3.335,0.487605,-4,1.06471,-2.01749,-12
3.3375,0.477605,-4,1.05966,-2.01749,-12
3.34,0.467605,-4,1.05462,-2.01749,-12
3.3425,0.457605,-4,1.04957,-2.01749,-12
3.345,0.447605,-4,1.04453,-2.01749,-12
3.3475,0.437605,-4,1.03949,-2.01749,-12
3.35,0.427605,-4,1.03444,-2.01749,-12
3.3525,0.417605,-4,1.0294,-2.01749,-12
3.355,0.407605,-4,1.02436,-2.01749,-12
3.3575,0.397605,-4,1.01931,-2.01749,-12
3.36,0.387605,-4,1.01427,-2.01749,-12
3.3625,0.377605,-4,1.00922,-2.01749,-12
3.365,0.367605,-4,1.00418,-2.01749,-12
3.3675,0.357605,-4,0.999137,-2.01749,-12
3.37,0.347605,-4,0.994093,-2.01749,-12
3.3725,0.337605,-4,0.98905,-2.01749,-12
3.375,0.327605,-4,0.984006,-2.01749,-12
3.3775,0.317605,-4,0.978962,-2.01749,-12
3.38,0.307605,-4,0.973919,-2.01749,-12
3.3825,0.297605,-4,0.968875,-2.01749,-12
3.385,0.287605,-4,0.963831,-2.01749,-12
3.3875,0.277605,-4,0.958787,-2.01749,-12
3.39,0.267605,-4,0.953744,-2.01749,-12
3.3925,0.257605,-4,0.9487,-2.01749,-12
3.395,0.247605,-4,0.943656,-2.01749,-12
3.3975,0.237605,-4,0.938613,-2.01749,-12
3.4,0.227605,-4,0.933569,-2.01749,-12
3.4025,0.217605,-4,0.928525,-2.01749,-12
3.405,0.207605,-4,0.923482,-2.01749,-12
3.4075,0.197605,-4,0.918438,-2.01749,-12
3.41,0.187605,-4,0.913394,-2.01749,-12
3.4125,0.177605,-4,0.90835,-2.01749,-12
3.415,0.167605,-4,0.903307,-2.01749,-12
3.4175,0.157605,-4,0.898263,-2.01749,-12
3.42,0.147626,-3.95238,0.893219,-2.01749,-12
3.4225,0.137911,-3.82011,0.888176,-2.01749,-12
3.425,0.128526,-3.68784,0.883132,-2.01749,-12
3.4275,0.119471,-3.55557,0.878088,-2.01749,-12
3.43,0.110748,-3.4233,0.873044,-2.01749,-12
3.4325,0.102355,-3.29103,0.868001,-2.01749,-12
3.435,0.0942926,-3.15876,0.862957,-2.01749,-12
3.4375,0.0865611,-3.02649,0.857913,-2.01749,-12
3.44,0.0791602,-2.89421,0.85287,-2.01749,-12
3.4425,0.07209,-2.76194,0.847826,-2.01749,-12
3.445,0.0653505,-2.62967,0.842782,-2.01749,-12
3.4475,0.0589416,-2.4974,0.837738,-2.01749,-12
3.45,0.0528635,-2.36513,0.832695,-2.01749,-12
3.4525,0.047116,-2.23286,0.827651,-2.01749,-12
3.455,0.0416992,-2.10059,0.822607,-2.01749,-12
3.4575,0.036613,-1.96832,0.817564,-2.01749,-12
3.46,0.0318576,-1.83605,0.81252,-2.01749,-12
3.4625,0.0274328,-1.70378,0.807476,-2.01749,-12
3.465,0.0233387,-1.5715,0.802432,-2.01749,-12
3.4675,0.0195753,-1.43923,0.797389,-2.01749,-12
3.47,0.0161425,-1.30696,0.792345,-2.01749,-12
3.4725,0.0130405,-1.17469,0.787301,-2.01749,-12
3.475,0.0102691,-1.04242,0.782258,-2.01749,-12
3.4775,0.00782837,-0.91015,0.777214,-2.01749,-12
3.48,0.00571833,-0.777879,0.77217,-2.01749,-12
3.4825,0.00393897,-0.645608,0.767126,-2.01749,-12
3.485,0.00249029,-0.513337,0.762083,-2.01749,-12
3.4875,0.00137229,-0.381066,0.757039,-2.01749,-12
3.49,0.000584962,-0.248795,0.751995,-2.01749,-12
3.4925,0.000128314,-0.116524,0.746952,-2.01749,-12
3.495,0,0,0.741908,-2.01749,-12
3.4975,0,0,0.736864,-2.01749,-12
3.5,0,0,0.73182,-2.01749,-12
3.5025,0,0,0.726777,-2.01749,-12
3.505,0,0,0.721733,-2.01749,-12
3.5075,0,0,0.716689,-2.01749,-12
3.51,0,0,0.711646,-2.01749,-12
3.5125,0,0,0.706602,-2.01749,-12
3.515,0,0,0.701558,-2.01749,-12
3.5175,0,0,0.696514,-2.01749,-12
3.52,0,0,0.691471,-2.01749,-12
3.5225,0,0,0.686427,-2.01749,-12
3.525,0,0,0.681383,-2.01749,-12
3.5275,0,0,0.67634,-2.01749,-12
3.53,0,0,0.671296,-2.01749,-12
3.5325,0,0,0.666252,-2.01749,-12
3.535,0,0,0.661208,-2.01749,-12
3.5375,0,0,0.656165,-2.01749,-12
3.54,0,0,0.651121,-2.01749,-12
3.5425,0,0,0.646077,-2.01749,-12
3.545,0,0,0.641034,-2.01749,-12
3.5475,0,0,0.63599,-2.01749,-12
3.55,0,0,0.630946,-2.01749,-12
3.5525,0,0,0.625902,-2.01749,-12
3.555,0,0,0.620859,-2.01749,-12
3.5575,0,0,0.615815,-2.01749,-12
3.56,0,0,0.610771,-2.01749,-12
3.5625,0,0,0.605728,-2.01749,-12
3.565,0,0,0.600684,-2.01749,-12
3.5675,0,0,0.59564,-2.01749,-12
3.57,0,0,0.590596,-2.01749,-12
3.5725,0,0,0.585553,-2.01749,-12
3.575,0,0,0.580509,-2.01749,-12
3.5775,0,0,0.575465,-2.01749,-12
3.58,0,0,0.570422,-2.01749,-12
3.5825,0,0,0.565378,-2.01749,-12
3.585,0,0,0.560334,-2.01749,-12
3.5875,0,0,0.55529,-2.01749,-12
3.59,0,0,0.550247,-2.01749,-12
3.5925,0,0,0.545203,-2.01749,-12
3.595,0,0,0.540159,-2.01749,-12
3.5975,0,0,0.535116,-2.01749,-12
3.6,0,0,0.530072,-2.01749,-12
3.6025,0,0,0.525028,-2.01749,-12
3.605,0,0,0.519984,-2.01749,-12
3.6075,0,0,0.514941,-2.01749,-12
3.61,0,0,0.509897,-2.01749,-12
3.6125,0,0,0.504853,-2.01749,-12
3.615,0,0,0.49981,-2.01749,-12
3.6175,0,0,0.494766,-2.01749,-12
3.62,0,0,0.489722,-2.01749,-12
3.6225,0,0,0.484678,-2.01749,-12
3.625,0,0,0.479635,-2.01749,-12
3.6275,0,0,0.474591,-2.01749,-12
3.63,0,0,0.469547,-2.01749,-12
3.6325,0,0,0.464504,-2.01749,-12
3.635,0,0,0.45946,-2.01749,-12
3.6375,0,0,0.454416,-2.01749,-12
3.64,0,0,0.449372,-2.01749,-12
3.6425,0,0,0.444329,-2.01749,-12
3.645,0,0,0.439285,-2.01749,-12
3.6475,0,0,0.434241,-2.01749,-12
3.65,0,0,0.429198,-2.01749,-12
3.6525,0,0,0.424154,-2.01749,-12
3.655,0,0,0.41911,-2.01749,-12
3.6575,0,0,0.414066,-2.01749,-12
3.66,0,0,0.409023,-2.01749,-12
3.6625,0,0,0.403979,-2.01749,-12
3.665,0,0,0.398935,-2.01749,-12
3.6675,0,0,0.393892,-2.01749,-12
3.67,0,0,0.388848,-2.01749,-12
3.6725,0,0,0.383804,-2.01749,-12
3.675,0,0,0.37876,-2.01749,-12
3.6775,0,0,0.373717,-2.01749,-12
3.68,0,0,0.368673,-2.01749,-12
3.6825,0,0,0.363629,-2.01749,-12
3.685,0,0,0.358586,-2.01749,-12
3.6875,0,0,0.353542,-2.01749,-12
3.69,0,0,0.348498,-2.01749,-12
3.6925,0,0,0.343454,-2.01749,-12
3.695,0,0,0.338411,-2.01749,-12
3.6975,0,0,0.333367,-2.01749,-12
3.7,0,0,0.328323,-2.01749,-12
3.7025,0,0,0.32328,-2.01749,-12
3.705,0,0,0.318236,-2.01749,-12
3.7075,0,0,0.313192,-2.01749,-12
3.71,0,0,0.308148,-2.01749,-12
3.7125,0,0,0.303105,-2.01749,-12
3.715,0,0,0.298061,-2.01749,-12
3.7175,0,0,0.293017,-2.01749,-12
3.72,0,0,0.287974,-2.01749,-12
3.7225,0,0,0.28293,-2.01749,-12
3.725,0,0,0.277886,-2.01749,-12
3.7275,0,0,0.272842,-2.01749,-12
3.73,0,0,0.267799,-2.01749,-12
3.7325,0,0,0.262755,-2.01749,-12
3.735,0,0,0.257711,-2.01749,-12
3.7375,0,0,0.252668,-2.01749,-12
3.74,0,0,0.247624,-2.01749,-12
3.7425,0,0,0.24258,-2.01749,-12
3.745,0,0,0.237536,-2.01749,-12
3.7475,0,0,0.232493,-2.01749,-12
3.75,0,0,0.227449,-2.01749,-12
3.7525,0,0,0.222405,-2.01749,-12
3.755,0,0,0.217362,-2.01749,-12
3.7575,0,0,0.212318,-2.01749,-12
3.76,0,0,0.207274,-2.01749,-12
3.7625,0,0,0.20223,-2.01749,-12
3.765,0,0,0.197187,-2.01749,-12
3.7675,0,0,0.192143,-2.01749,-12
3.77,0,0,0.187099,-2.01749,-12
3.7725,0,0,0.182056,-2.01749,-12
3.775,0,0,0.177012,-2.01749,-12
3.7775,0,0,0.171968,-2.01749,-12
3.78,0,0,0.166925,-2.01749,-12
3.7825,0,0,0.161881,-2.01749,-12
3.785,0,0,0.156837,-2.01749,-12
3.7875,0,0,0.151793,-2.01749,-12
3.79,0,0,0.14675,-2.01749,-12
3.7925,0,0,0.141706,-2.01749,-12
3.795,0,0,0.136662,-2.01749,-12
3.7975,0,0,0.131619,-2.01749,-12
3.8,0,0,0.126575,-2.01749,-12
3.8025,0,0,0.121531,-2.01749,-12
3.805,0,0,0.116487,-2.01749,-12
3.8075,0,0,0.111444,-2.01749,-12
3.81,0,0,0.106463,-1.9714,-11.3279
3.8125,0,0,0.101639,-1.89444,-10.5971
3.815,0,0,0.0970155,-1.81174,-10.045
3.8175,0,0,0.0925973,-1.7302,-9.5588
3.82,0,0,0.0883787,-1.65165,-9.10621
3.8225,0,0,0.084352,-1.57647,-8.67744
3.825,0,0,0.0805086,-1.50466,-8.26912
3.8275,0,0,0.0768403,-1.43611,-7.87965
3.83,0,0,0.0733392,-1.37068,-7.508
3.8325,0,0,0.0699975,-1.30822,-7.1533
3.835,0,0,0.0668082,-1.24862,-6.81477
3.8375,0,0,0.0637641,-1.19172,-6.49167
3.84,0,0,0.0608587,-1.13742,-6.18329
3.8425,0,0,0.0580858,-1.0856,-5.88896
3.845,0,0,0.0554391,-1.03613,-5.60804
3.8475,0,0,0.0529131,-0.988924,-5.33992
3.85,0,0,0.0505022,-0.943864,-5.08402
3.8525,0,0,0.0482011,-0.900858,-4.83977
3.855,0,0,0.0460048,-0.859811,-4.60666
3.8575,0,0,0.0439087,-0.820634,-4.38417
3.86,0,0,0.041908,-0.783243,-4.17181
3.8625,0,0,0.0399985,-0.747555,-3.96913
3.865,0,0,0.038176,-0.713493,-3.77569
3.8675,0,0,0.0364365,-0.680984,-3.59106
3.87,0,0,0.0347763,-0.649955,-3.41484
3.8725,0,0,0.0331918,-0.620341,-3.24666
3.875,0,0,0.0316794,-0.592075,-3.08613
3.8775,0,0,0.030236,-0.565098,-2.93292
3.88,0,0,0.0288583,-0.53935,-2.78669
3.8825,0,0,0.0275434,-0.514775,-2.64712
3.885,0,0,0.0262884,-0.491319,-2.51392
3.8875,0,0,0.0250906,-0.468933,-2.38678
3.89,0,0,0.0239474,-0.447566,-2.26543
3.8925,0,0,0.0228562,-0.427173,-2.14962
3.895,0,0,0.0218148,-0.40771,-2.03908
3.8975,0,0,0.0208208,-0.389133,-1.93357
3.9,0,0,0.0198721,-0.371402,-1.83288
3.9025,0,0,0.0189667,-0.354479,-1.73677
3.905,0,0,0.0181025,-0.338328,-1.64504
3.9075,0,0,0.0172777,-0.322912,-1.55749
3.91,0,0,0.0164904,-0.308199,-1.47394
3.9125,0,0,0.0157391,-0.294156,-1.39418
3.915,0,0,0.0150219,-0.280753,-1.31806
3.9175,0,0,0.0143375,-0.267961,-1.24541
3.92,0,0,0.0136842,-0.255752,-1.17607
3.9225,0,0,0.0130607,-0.244098,-1.10989
3.925,0,0,0.0124656,-0.232976,-1.04673
3.9275,0,0,0.0118976,-0.222361,-0.986442
3.93,0,0,0.0113555,-0.212229,-0.928902
3.9325,0,0,0.0108381,-0.202559,-0.873983
3.935,0,0,0.0103443,-0.19333,-0.821567
3.9375,0,0,0.00987293,-0.184521,-0.77154
3.94,0,0,0.00942308,-0.176113,-0.723791
3.9425,0,0,0.00899372,-0.168089,-0.678219
3.945,0,0,0.00858393,-0.16043,-0.634723
3.9475,0,0,0.00819281,-0.15312,-0.593208
3.95,0,0,0.00781951,-0.146143,-0.553586
3.9525,0,0,0.00746322,-0.139484,-0.515768
3.955,0,0,0.00712317,-0.133129,-0.479674
3.9575,0,0,0.00679861,-0.127063,-0.445224
3.96,0,0,0.00648883,-0.121274,-0.412344
3.9625,0,0,0.00619318,-0.115748,-0.380963
3.965,0,0,0.00591099,-0.110474,-0.351011
3.9675,0,0,0.00564166,-0.10544,-0.322424
3.97,0,0,0.0053846,-0.100636,-0.295139
3.9725,0,0,0.00513926,-0.0960506,-0.269097
3.975,0,0,0.00490509,-0.0916741,-0.244243
3.9775,0,0,0.0046816,-0.087497,-0.22052
3.98,0,0,0.00446828,-0.0835103,-0.197879
3.9825,0,0,0.00426469,-0.0797052,-0.176269
3.985,0,0,0.00407037,-0.0760735,-0.155644
3.9875,0,0,0.00388491,-0.0726073,-0.135958
3.99,0,0,0.0037079,-0.069299,-0.11717
3.9925,0,0,0.00353895,-0.0661415,-0.0992371
3.995,0,0,0.0033777,-0.0631278,-0.0821218
3.9975,0,0,0.0032238,-0.0602514,-0.0657863
4,0,0,0.00307691,-0.0575061,-0.0501951
4.0025,0,0,0.00293671,-0.0548859,-0.0353143
4.005,0,0,0.0028029,-0.0523851,-0.0211116
4.0075,0,0,0.00267519,-0.0499982,-0.00755594
4.01,0,0,0.0025533,-0.0477201,0.00538203
4.0125,0,0,0.00243696,-0.0455457,0.0177305
4.015,0,0,0.00232592,-0.0434705,0.0295163
4.0175,0,0,0.00221994,-0.0414898,0.0407651
4.02,0,0,0.00211879,-0.0395993,0.0515014
4.0225,0,0,0.00202225,-0.037795,0.0617485
4.025,0,0,0.00193011,-0.0360729,0.0715286
4.0275,0,0,0.00184217,-0.0344293,0.0808632
4.03,0,0,0.00175823,-0.0328606,0.0897724
4.0325,0,0,0.00167812,-0.0313633,0.0982757
4.035,0,0,0.00160165,-0.0299343,0.106392
4.0375,0,0,0.00152868,-0.0285703,0.114138
4.04,0,0,0.00145902,-0.0272685,0.121531
4.0425,0,0,0.00139254,-0.0260261,0.128587
4.045,0,0,0.00132909,-0.0248402,0.135322
4.0475,0,0,0.00126854,-0.0237084,0.14175
4.05,0,0,0.00121074,-0.0226281,0.147885
4.0525,0,0,0.00115557,-0.0215971,0.15374
4.055,0,0,0.00110292,-0.0206131,0.159329
