time (s),reference position (m),reference velocity (m/s),position (m),velocity (m/s),voltage (V)
6.865,1.6764,0,1.60384,1.3562,7.97861
6.8675,1.6764,0,1.60714,1.29441,7.62765
6.87,1.6764,0,1.6103,1.23543,7.29269
6.8725,1.6764,0,1.61331,1.17914,6.973
6.875,1.6764,0,1.61618,1.12541,6.66787
6.8775,1.6764,0,1.61893,1.07414,6.37665
6.88,1.6764,0,1.62155,1.02519,6.0987
6.8825,1.6764,0,1.62405,0.978482,5.83341
6.885,1.6764,0,1.62643,0.933898,5.58021
6.8875,1.6764,0,1.62871,0.891346,5.33854
6.89,1.6764,0,1.63088,0.850732,5.10789
6.8925,1.6764,0,1.63295,0.811969,4.88775
6.895,1.6764,0,1.63493,0.774973,4.67764
6.8975,1.6764,0,1.63682,0.739662,4.4771
6.9,1.6764,0,1.63863,0.70596,4.28569
6.9025,1.6764,0,1.64035,0.673793,4.10301
6.905,1.6764,0,1.64199,0.643092,3.92866
6.9075,1.6764,0,1.64356,0.613791,3.76225
6.91,1.6764,0,1.64506,0.585824,3.60342
6.9125,1.6764,0,1.64648,0.559131,3.45182
6.915,1.6764,0,1.64785,0.533655,3.30714
6.9175,1.6764,0,1.64915,0.509339,3.16904
6.92,1.6764,0,1.65039,0.486132,3.03724
6.9225,1.6764,0,1.65157,0.463981,2.91145
6.925,1.6764,0,1.65271,0.442841,2.79138
6.9275,1.6764,0,1.65379,0.422663,2.67679
6.93,1.6764,0,1.65482,0.403405,2.56742
6.9325,1.6764,0,1.6558,0.385024,2.46303
6.935,1.6764,0,1.65674,0.367481,2.3634
6.9375,1.6764,0,1.65763,0.350737,2.2683
6.94,1.6764,0,1.65849,0.334756,2.17755
6.9425,1.6764,0,1.6593,0.319503,2.09092
6.945,1.6764,0,1.66008,0.304945,2.00824
6.9475,1.6764,0,1.66083,0.29105,1.92933
6.95,1.6764,0,1.66154,0.277789,1.85402
6.9525,1.6764,0,1.66221,0.265132,1.78214
6.955,1.6764,0,1.66286,0.253051,1.71353
6.9575,1.6764,0,1.66348,0.241521,1.64805
6.96,1.6764,0,1.66407,0.230516,1.58555
6.9625,1.6764,0,1.66463,0.220013,1.5259
6.965,1.6764,0,1.66516,0.209988,1.46896
6.9675,1.6764,0,1.66568,0.20042,1.41463
6.97,1.6764,0,1.66616,0.191288,1.36276
6.9725,1.6764,0,1.66663,0.182573,1.31326
6.975,1.6764,0,1.66708,0.174254,1.26602
6.9775,1.6764,0,1.6675,0.166314,1.22093
6.98,1.6764,0,1.66791,0.158736,1.17789
6.9825,1.6764,0,1.66829,0.151503,1.13682
6.985,1.6764,0,1.66866,0.1446,1.09761
6.9875,1.6764,0,1.66902,0.138012,1.06019
6.99,1.6764,0,1.66935,0.131723,1.02448
6.9925,1.6764,0,1.66967,0.125721,0.990394
6.995,1.6764,0,1.66998,0.119993,0.957862
6.9975,1.6764,0,1.67027,0.114526,0.926811
7,1.6764,0,1.67055,0.109307,0.897176
7.0025,1.6764,0,1.67082,0.104327,0.86889
7.005,1.6764,0,1.67107,0.0995734,0.841894
7.0075,1.6764,0,1.67132,0.0950364,0.816127
7.01,1.6764,0,1.67155,0.0907061,0.791535
7.0125,1.6764,0,1.67177,0.0865732,0.768063
7.015,1.6764,0,1.67198,0.0826285,0.74566
7.0175,1.6764,0,1.67218,0.0788636,0.724279
7.02,1.6764,0,1.67237,0.0752703,0.703871
7.0225,1.6764,0,1.67256,0.0718407,0.684394
7.025,1.6764,0,1.67273,0.0685673,0.665804
7.0275,1.6764,0,1.6729,0.0654431,0.64806
7.03,1.6764,0,1.67306,0.0624612,0.631126
7.0325,1.6764,0,1.67321,0.0596152,0.614963
7.035,1.6764,0,1.67336,0.0568989,0.599536
7.0375,1.6764,0,1.67349,0.0543064,0.584813
7.04,1.6764,0,1.67363,0.051832,0.57076
7.0425,1.6764,0,1.67375,0.0494703,0.557347
7.045,1.6764,0,1.67387,0.0472162,0.544546
7.0475,1.6764,0,1.67399,0.0450648,0.532328
7.05,1.6764,0,1.6741,0.0430115,0.520666
7.0525,1.6764,0,1.6742,0.0410517,0.509536
7.055,1.6764,0,1.6743,0.0391812,0.498914
7.0575,1.6764,0,1.6744,0.037396,0.488775
7.06,1.6764,0,1.67449,0.0356921,0.479098
7.0625,1.6764,0,1.67458,0.0340658,0.469862
7.065,1.6764,0,1.67466,0.0325136,0.461047
7.0675,1.6764,0,1.67474,0.0310321,0.452633
7.07,1.6764,0,1.67482,0.0296182,0.444603
7.0725,1.6764,0,1.67489,0.0282687,0.436939
7.075,1.6764,0,1.67496,0.0269806,0.429624
7.0775,1.6764,0,1.67502,0.0257513,0.422642
7.08,1.6764,0,1.67508,0.0245779,0.415978
7.0825,1.6764,0,1.67514,0.0234581,0.409618
7.085,1.6764,0,1.6752,0.0223892,0.403548
7.0875,1.6764,0,1.67526,0.0213691,0.397754
7.09,1.6764,0,1.67531,0.0203954,0.392225
7.0925,1.6764,0,1.67536,0.0194661,0.386947
7.095,1.6764,0,1.67541,0.0185792,0.38191
7.0975,1.6764,0,1.67545,0.0177326,0.377102
7.1,1.6764,0,1.67549,0.0169246,0.372513
7.1025,1.6764,0,1.67554,0.0161535,0.368134
7.105,1.6764,0,1.67558,0.0154175,0.363954
7.1075,1.6764,0,1.67561,0.014715,0.359964
7.11,1.6764,0,1.67565,0.0140445,0.356157
7.1125,1.6764,0,1.67568,0.0134046,0.352522
7.115,1.6764,0,1.67572,0.0127938,0.349054
7.1175,1.6764,0,1.67575,0.0122109,0.345743
7.12,1.6764,0,1.67578,0.0116545,0.342583
7.1225,1.6764,0,1.6758,0.0111235,0.339567
7.125,1.6764,0,1.67583,0.0106166,0.336689
7.1275,1.6764,0,1.67586,0.0101329,0.333942
7.13,1.6764,0,1.67588,0.0096712,0.33132
7.1325,1.6764,0,1.67591,0.00923054,0.328817
7.135,1.6764,0,1.67593,0.00880996,0.326428
7.1375,1.6764,0,1.67595,0.00840854,0.324149
7.14,1.6764,0,1.67597,0.00802541,0.321973
7.1425,1.6764,0,1.67599,0.00765974,0.319896
7.145,1.6764,0,1.67601,0.00731073,0.317914
7.1475,1.6764,0,1.67603,0.00697762,0.316022
7.15,1.6764,0,1.67604,0.00665969,0.314217
7.1525,1.6764,0,1.67606,0.00635625,0.312493
7.155,1.6764,0,1.67608,0.00606663,0.310848
7.1575,1.6764,0,1.67609,0.00579021,0.309279
7.16,1.6764,0,1.6761,0.00552639,0.30778
7.1625,1.6764,0,1.67612,0.00527458,0.30635
7.165,1.6764,0,1.67613,0.00503425,0.304985
7.1675,1.6764,0,1.67614,0.00480487,0.303683
7.17,1.6764,0,1.67615,0.00458594,0.302439
7.1725,1.6764,0,1.67617,0.00437698,0.301253
7.175,1.6764,0,1.67618,0.00417755,0.30012
7.1775,1.6764,0,1.67619,0.0039872,0.299039
7.18,1.6764,0,1.6762,0.00380553,0.298007
7.1825,1.6764,0,1.67621,0.00363213,0.297022
7.185,1.6764,0,1.67621,0.00346664,0.296083
7.1875,1.6764,0,1.67622,0.00330868,0.295185
7.19,1.6764,0,1.67623,0.00315793,0.294329
7.1925,1.6764,0,1.67624,0.00301404,0.293512
7.195,1.6764,0,1.67625,0.00287671,0.292732
7.1975,1.6764,0,1.67625,0.00274563,0.291988
7.2,1.6764,0,1.67626,0.00262053,0.291277
7.2025,1.6764,0,1.67627,0.00250113,0.290599
7.205,1.6764,0,1.67627,0.00238717,0.289952
7.2075,1.6764,0,1.67628,0.0022784,0.289334
7.21,1.6764,0,1.67628,0.00217458,0.288745
7.2125,1.6764,0,1.67629,0.0020755,0.288182
7.215,1.6764,0,1.67629,0.00198093,0.287645
7.2175,1.6764,0,1.6763,0.00189067,0.287132
7.22,1.6764,0,1.6763,0.00180453,0.286643
7.2225,1.6764,0,1.67631,0.0017223,0.286176
7.225,1.6764,0,1.67631,0.00164383,0.28573
7.2275,1.6764,0,1.67632,0.00156893,0.285305
7.23,1.6764,0,1.67632,0.00149744,0.284899
7.2325,1.6764,0,1.67632,0.00142921,0.284512
7.235,1.6764,0,1.67633,0.00136409,0.284142
7.2375,1.6764,0,1.67633,0.00130194,0.283789
7.24,1.6764,0,1.67633,0.00124262,0.283452
7.2425,1.6764,0,1.67634,0.001186,0.28313
7.245,1.6764,0,1.67634,0.00113196,0.282823
7.2475,1.6764,0,1.67634,0.00108038,0.28253
7.25,1.6764,0,1.67634,0.00103116,0.282251
7.2525,1.6764,0,1.67635,0.000984171,0.281984
7.255,1.6764,0,1.67635,0.000939328,0.281729
7.2575,1.6764,0,1.67635,0.000896529,0.281486
7.26,1.6764,0,1.67635,0.000855679,0.281254
7.2625,1.6764,0,1.67636,0.000816691,0.281033
7.265,1.6764,0,1.67636,0.000779479,0.280822
7.2675,1.6764,0,1.67636,0.000743963,0.28062
7.27,1.6764,0,1.67636,0.000710065,0.280427
7.2725,1.6764,0,1.67636,0.000677711,0.280244
7.275,1.6764,0,1.67637,0.000646832,0.280068
7.2775,1.6764,0,1.67637,0.00061736,0.279901
7.28,1.6764,0,1.67637,0.00058923,0.279741
7.2825,1.6764,0,1.67637,0.000562382,0.279589
7.285,1.6764,0,1.67637,0.000536758,0.279443
7.2875,1.6764,0,1.67637,0.000512301,0.279304
7.29,1.6764,0,1.67637,0.000488958,0.279172
7.2925,1.6764,0,1.67638,0.000466679,0.279045
7.295,1.6764,0,1.67638,0.000445416,0.278924
7.2975,1.6764,0,1.67638,0.000425121,0.278809
7.3,1.6764,0,1.67638,0.00040575,0.278699
7.3025,1.6764,0,1.67638,0.000387263,0.278594
7.305,1.6764,0,1.67638,0.000369617,0.278494
7.3075,1.6764,0,1.67638,0.000352776,0.278398
7.31,1.6764,0,1.67638,0.000336702,0.278307
7.3125,1.6764,0,1.67638,0.000321361,0.27822
7.315,1.6764,0,1.67638,0.000306718,0.278137
7.3175,1.6764,0,1.67638,0.000292743,0.278057
7.32,1.6764,0,1.67639,0.000279404,0.277982
7.3225,1.6764,0,1.67639,0.000266673,0.277909
7.325,1.6764,0,1.67639,0.000254523,0.27784
7.3275,1.6764,0,1.67639,0.000242925,0.277774
7.33,1.6764,0,1.67639,0.000231857,0.277712
7.3325,1.6764,0,1.67639,0.000221292,0.277652
7.335,1.6764,0,1.67639,0.000211209,0.277594
7.3375,1.6764,0,1.67639,0.000201586,0.27754
7.34,1.6764,0,1.67639,0.000192401,0.277487
7.3425,1.6764,0,1.67639,0.000183634,0.277438
7.345,1.6764,0,1.67639,0.000175267,0.27739
7.3475,1.6764,0,1.67639,0.000167281,0.277345
7.35,1.6764,0,1.67639,0.000159659,0.277301
7.3525,1.6764,0,1.67639,0.000152384,0.27726
7.355,1.6764,0,1.67639,0.000145441,0.277221
7.3575,1.6764,0,1.67639,0.000138814,0.277183
7.36,1.6764,0,1.67639,0.000132489,0.277147
7.3625,1.6764,0,1.67639,0.000126452,0.277113
7.365,1.6764,0,1.67639,0.000120691,0.27708
7.3675,1.6764,0,1.67639,0.000115192,0.277049
7.37,1.6764,0,1.67639,0.000109943,0.277019
7.3725,1.6764,0,1.67639,0.000104934,0.276991
7.375,1.6764,0,1.67639,0.000100152,0.276964
7.3775,1.6764,0,1.67639,9.5589e-05,0.276938
7.38,1.6764,0,1.6764,9.12336e-05,0.276913
7.3825,1.6764,0,1.6764,8.70766e-05,0.276889
7.385,1.6764,0,1.6764,8.3109e-05,0.276867
7.3875,1.6764,0,1.6764,7.93222e-05,0.276845
7.39,1.6764,0,1.6764,7.5708e-05,0.276825
7.3925,1.6764,0,1.6764,7.22584e-05,0.276805
7.395,1.6764,0,1.6764,6.8966e-05,0.276786
7.3975,1.6764,0,1.6764,6.58236e-05,0.276769
7.4,1.6764,0,1.6764,6.28244e-05,0.276752
7.4025,1.6764,0,1.6764,5.99619e-05,0.276735
7.405,1.6764,0,1.6764,5.72298e-05,0.27672
7.4075,1.6764,0,1.6764,5.46221e-05,0.276705
7.41,1.6764,0,1.6764,5.21333e-05,0.276691
7.4125,1.6764,0,1.6764,4.97579e-05,0.276677
7.415,1.6764,0,1.6764,4.74907e-05,0.276664
7.4175,1.6764,0,1.6764,4.53269e-05,0.276652
7.42,1.6764,0,1.6764,4.32616e-05,0.27664
7.4225,1.6764,0,1.6764,4.12904e-05,0.276629
7.425,1.6764,0,1.6764,3.94091e-05,0.276619
7.4275,1.6764,0,1.6764,3.76134e-05,0.276608
7.43,1.6764,0,1.6764,3.58996e-05,0.276599
7.4325,1.6764,0,1.6764,3.42639e-05,0.276589
7.435,1.6764,0,1.6764,3.27027e-05,0.27658
7.4375,1.6764,0,1.6764,3.12126e-05,0.276572
7.44,1.6764,0,1.6764,2.97904e-05,0.276564
7.4425,1.6764,0,1.6764,2.8433e-05,0.276556
7.445,1.6764,0,1.6764,2.71375e-05,0.276549
7.4475,1.6764,0,1.6764,2.5901e-05,0.276542
7.45,1.6764,0,1.6764,2.47209e-05,0.276535
7.4525,1.6764,0,1.6764,2.35945e-05,0.276529
7.455,1.6764,0,1.6764,2.25194e-05,0.276523
7.4575,1.6764,0,1.6764,2.14933e-05,0.276517
7.46,1.6764,0,1.6764,2.0514e-05,0.276511
7.4625,1.6764,0,1.6764,1.95793e-05,0.276506
7.465,1.6764,0,1.6764,1.86872e-05,0.276501
7.4675,1.6764,0,1.6764,1.78357e-05,0.276496
7.47,1.6764,0,1.6764,1.7023e-05,0.276491
7.4725,1.6764,0,1.6764,1.62474e-05,0.276487
7.475,1.6764,0,1.6764,1.55071e-05,0.276483
7.4775,1.6764,0,1.6764,1.48005e-05,0.276479
7.48,1.6764,0,1.6764,1.41262e-05,0.276475
7.4825,1.6764,0,1.6764,1.34825e-05,0.276471
7.485,1.6764,0,1.6764,1.28682e-05,0.276468
7.4875,1.6764,0,1.6764,1.22819e-05,0.276464
7.49,1.6764,0,1.6764,1.17223e-05,0.276461
7.4925,1.6764,0,1.6764,1.11881e-05,0.276458
7.495,1.6764,0,1.6764,1.06784e-05,0.276455
7.4975,1.6764,0,1.6764,1.01918e-05,0.276453
7.5,1.6764,0,1.6764,9.72743e-06,0.27645
7.5025,1.6764,0,1.6764,9.28421e-06,0.276447
7.505,1.6764,0,1.6764,8.86118e-06,0.276445
7.5075,1.6764,0,1.6764,8.45743e-06,0.276443
7.51,1.6764,0,1.6764,8.07208e-06,0.276441
7.5125,1.6764,0,1.6764,7.70428e-06,0.276438
7.515,1.6764,0,1.6764,7.35324e-06,0.276437
7.5175,1.6764,0,1.6764,7.0182e-06,0.276435
7.52,1.6764,0,1.6764,6.69842e-06,0.276433
7.5225,1.6764,0,1.6764,6.39321e-06,0.276431
7.525,1.6764,0,1.6764,6.10191e-06,0.276429
7.5275,1.6764,0,1.6764,5.82388e-06,0.276428
7.53,1.6764,0,1.6764,5.55852e-06,0.276426
7.5325,1.6764,0,1.6764,5.30525e-06,0.276425
7.535,1.6764,0,1.6764,5.06352e-06,0.276424
7.5375,1.6764,0,1.6764,4.83281e-06,0.276422
7.54,1.6764,0,1.6764,4.6126e-06,0.276421
7.5425,1.6764,0,1.6764,4.40243e-06,0.27642
7.545,1.6764,0,1.6764,4.20184e-06,0.276419
7.5475,1.6764,0,1.6764,4.01039e-06,0.276418
7.55,1.6764,0,1.6764,3.82766e-06,0.276416
7.5525,1.6764,0,1.6764,3.65325e-06,0.276415
7.555,1.6764,0,1.6764,3.4868e-06,0.276415
7.5575,1.6764,0,1.6764,3.32792e-06,0.276414
7.56,1.6764,0,1.6764,3.17629e-06,0.276413
7.5625,1.6764,0,1.6764,3.03156e-06,0.276412
7.565,1.6764,0,1.6764,2.89343e-06,0.276411
7.5675,1.6764,0,1.6764,2.7616e-06,0.27641
7.57,1.6764,0,1.6764,2.63577e-06,0.27641
7.5725,1.6764,0,1.6764,2.51567e-06,0.276409
7.575,1.6764,0,1.6764,2.40105e-06,0.276408
7.5775,1.6764,0,1.6764,2.29164e-06,0.276408
7.58,1.6764,0,1.6764,2.18723e-06,0.276407
7.5825,1.6764,0,1.6764,2.08757e-06,0.276407
7.585,1.6764,0,1.6764,1.99245e-06,0.276406
7.5875,1.6764,0,1.6764,1.90167e-06,0.276406
7.59,1.6764,0,1.6764,1.81502e-06,0.276405
7.5925,1.6764,0,1.6764,1.73232e-06,0.276405
7.595,1.6764,0,1.6764,1.65339e-06,0.276404
7.5975,1.6764,0,1.6764,1.57805e-06,0.276404
7.6,1.6764,0,1.6764,1.50615e-06,0.276403
7.6025,1.6764,0,1.6764,1.43752e-06,0.276403
7.605,1.6764,0,1.6764,1.37202e-06,0.276403
7.6075,1.6764,0,1.6764,1.30951e-06,0.276402
7.61,1.6764,0,1.6764,1.24984e-06,0.276402
7.6125,1.6764,0,1.6764,1.19289e-06,0.276402
7.615,1.6764,0,1.6764,1.13854e-06,0.276401
7.6175,1.6764,0,1.6764,1.08666e-06,0.276401
7.62,1.6764,0,1.6764,1.03715e-06,0.276401
7.6225,1.6764,0,1.6764,9.89894e-07,0.2764
7.625,1.6764,0,1.6764,9.4479e-07,0.2764
7.6275,1.6764,0,1.6764,9.01742e-07,0.2764
7.63,1.6764,0,1.6764,8.60655e-07,0.2764
7.6325,1.6764,0,1.6764,8.2144e-07,0.276399
7.635,1.6764,0,1.6764,7.84011e-07,0.276399
7.6375,1.6764,0,1.6764,7.48289e-07,0.276399
7.64,1.6764,0,1.6764,7.14193e-07,0.276399
7.6425,1.6764,0,1.6764,6.81652e-07,0.276399
7.645,1.6764,0,1.6764,6.50593e-07,0.276398
7.6475,1.6764,0,1.6764,6.20949e-07,0.276398
7.65,1.6764,0,1.6764,5.92656e-07,0.276398
7.6525,1.6764,0,1.6764,5.65652e-07,0.276398
7.655,1.6764,0,1.6764,5.39879e-07,0.276398
7.6575,1.6764,0,1.6764,5.1528e-07,0.276398
7.66,1.6764,0,1.6764,4.91801e-07,0.276398
7.6625,1.6764,0,1.6764,4.69393e-07,0.276397
7.665,1.6764,0,1.6764,4.48005e-07,0.276397
7.6675,1.6764,0,1.6764,4.27592e-07,0.276397
7.67,1.6764,0,1.6764,4.0811e-07,0.276397
7.6725,1.6764,0,1.6764,3.89514e-07,0.276397
7.675,1.6764,0,1.6764,3.71767e-07,0.276397
7.6775,1.6764,0,1.6764,3.54827e-07,0.276397
7.68,1.6764,0,1.6764,3.3866e-07,0.276397
7.6825,1.6764,0,1.6764,3.23229e-07,0.276397
7.685,1.6764,0,1.6764,3.08501e-07,0.276396
7.6875,1.6764,0,1.6764,2.94445e-07,0.276396
7.69,1.6764,0,1.6764,2.81029e-07,0.276396
7.6925,1.6764,0,1.6764,2.68224e-07,0.276396
7.695,1.6764,0,1.6764,2.56003e-07,0.276396
7.6975,1.6764,0,1.6764,2.44338e-07,0.276396
7.7,1.6764,0,1.6764,2.33205e-07,0.276396
7.7025,1.6764,0,1.6764,2.22579e-07,0.276396
7.705,1.6764,0,1.6764,2.12438e-07,0.276396
7.7075,1.6764,0,1.6764,2.02758e-07,0.276396
7.71,1.6764,0,1.6764,1.93519e-07,0.276396
7.7125,1.6764,0,1.6764,1.84702e-07,0.276396
7.715,1.6764,0,1.6764,1.76286e-07,0.276396
7.7175,1.6764,0,1.6764,1.68254e-07,0.276396
7.72,1.6764,0,1.6764,1.60587e-07,0.276396
7.7225,1.6764,0,1.6764,1.5327e-07,0.276396
7.725,1.6764,0,1.6764,1.46287e-07,0.276396
7.7275,1.6764,0,1.6764,1.39621e-07,0.276396
7.73,1.6764,0,1.6764,1.3326e-07,0.276396
7.7325,1.6764,0,1.6764,1.27188e-07,0.276395
7.735,1.6764,0,1.6764,1.21393e-07,0.276395
7.7375,1.6764,0,1.6764,1.15861e-07,0.276395
7.74,1.6764,0,1.6764,1.10582e-07,0.276395
7.7425,1.6764,0,1.6764,1.05544e-07,0.276395
7.745,1.6764,0,1.6764,1.00735e-07,0.276395
7.7475,1.6764,0,1.6764,9.61448e-08,0.276395
7.75,1.6764,0,1.6764,9.17641e-08,0.276395
7.7525,1.6764,0,1.6764,8.75829e-08,0.276395
7.755,1.6764,0,1.6764,8.35923e-08,0.276395
7.7575,1.6764,0,1.6764,7.97835e-08,0.276395
7.76,1.6764,0,1.6764,7.61482e-08,0.276395
7.7625,1.6764,0,1.6764,7.26786e-08,0.276395
7.765,1.6764,0,1.6764,6.9367e-08,0.276395
7.7675,1.6764,0,1.6764,6.62064e-08,0.276395
7.77,1.6764,0,1.6764,6.31897e-08,0.276395
7.7725,1.6764,0,1.6764,6.03106e-08,0.276395
7.775,1.6764,0,1.6764,5.75626e-08,0.276395
7.7775,1.6764,0,1.6764,5.49398e-08,0.276395
7.78,1.6764,0,1.6764,5.24365e-08,0.276395
7.7825,1.6764,0,1.6764,5.00473e-08,0.276395
7.785,1.6764,0,1.6764,4.77669e-08,0.276395
7.7875,1.6764,0,1.6764,4.55904e-08,0.276395
7.79,1.6764,0,1.6764,4.35132e-08,0.276395
7.7925,1.6764,0,1.6764,4.15305e-08,0.276395
7.795,1.6764,0,1.6764,3.96382e-08,0.276395
7.7975,1.6764,0,1.6764,3.78321e-08,0.276395
7.8,1.6764,0,1.6764,3.61083e-08,0.276395
7.8025,1.6764,0,1.6764,3.44631e-08,0.276395
7.805,1.6764,0,1.6764,3.28928e-08,0.276395
7.8075,1.6764,0,1.6764,3.13941e-08,0.276395
7.81,1.6764,0,1.6764,2.99636e-08,0.276395
7.8125,1.6764,0,1.6764,2.85984e-08,0.276395
7.815,1.6764,0,1.6764,2.72953e-08,0.276395
7.8175,1.6764,0,1.6764,2.60516e-08,0.276395
7.82,1.6764,0,1.6764,2.48646e-08,0.276395
7.8225,1.6764,0,1.6764,2.37317e-08,0.276395
7.825,1.6764,0,1.6764,2.26504e-08,0.276395
7.8275,1.6764,0,1.6764,2.16183e-08,0.276395
7.83,1.6764,0,1.6764,2.06333e-08,0.276395
7.8325,1.6764,0,1.6764,1.96932e-08,0.276395
7.835,1.6764,0,1.6764,1.87959e-08,0.276395
7.8375,1.6764,0,1.6764,1.79394e-08,0.276395
7.84,1.6764,0,1.6764,1.7122e-08,0.276395
7.8425,1.6764,0,1.6764,1.63419e-08,0.276395
7.845,1.6764,0,1.6764,1.55973e-08,0.276395
7.8475,1.6764,0,1.6764,1.48866e-08,0.276395
7.85,1.6764,0,1.6764,1.42083e-08,0.276395
7.8525,1.6764,0,1.6764,1.35609e-08,0.276395
7.855,1.6764,0,1.6764,1.2943e-08,0.276395
7.8575,1.6764,0,1.6764,1.23533e-08,0.276395
7.86,1.6764,0,1.6764,1.17904e-08,0.276395
7.8625,1.6764,0,1.6764,1.12532e-08,0.276395
7.865,1.6764,0,1.6764,1.07405e-08,0.276395
7.8675,1.6764,0,1.6764,1.02511e-08,0.276395
7.87,1.6764,0,1.6764,9.784e-09,0.276395
7.8725,1.6764,0,1.6764,9.33821e-09,0.276395
7.875,1.6764,0,1.6764,8.91272e-09,0.276395
7.8775,1.6764,0,1.6764,8.50662e-09,0.276395
7.88,1.6764,0,1.6764,8.11903e-09,0.276395
7.8825,1.6764,0,1.6764,7.74909e-09,0.276395
7.885,1.6764,0,1.6764,7.39601e-09,0.276395
7.8875,1.6764,0,1.6764,7.05902e-09,0.276395
7.89,1.6764,0,1.6764,6.73738e-09,0.276395
7.8925,1.6764,0,1.6764,6.4304e-09,0.276395
7.895,1.6764,0,1.6764,6.1374e-09,0.276395
7.8975,1.6764,0,1.6764,5.85776e-09,0.276395
7.9,1.6764,0,1.6764,5.59086e-09,0.276395
7.9025,1.6764,0,1.6764,5.33612e-09,0.276395
7.905,1.6764,0,1.6764,5.09298e-09,0.276395
7.9075,1.6764,0,1.6764,4.86093e-09,0.276395
7.91,1.6764,0,1.6764,4.63944e-09,0.276395
7.9125,1.6764,0,1.6764,4.42805e-09,0.276395
7.915,1.6764,0,1.6764,4.22629e-09,0.276395
7.9175,1.6764,0,1.6764,4.03372e-09,0.276395
7.92,1.6764,0,1.6764,3.84993e-09,0.276395
7.9225,1.6764,0,1.6764,3.67451e-09,0.276395
7.925,1.6764,0,1.6764,3.50708e-09,0.276395
7.9275,1.6764,0,1.6764,3.34729e-09,0.276395
7.93,1.6764,0,1.6764,3.19477e-09,0.276395
7.9325,1.6764,0,1.6764,3.04921e-09,0.276395
7.935,1.6764,0,1.6764,2.91027e-09,0.276395
7.9375,1.6764,0,1.6764,2.77767e-09,0.276395
7.94,1.6764,0,1.6764,2.65111e-09,0.276395
7.9425,1.6764,0,1.6764,2.53031e-09,0.276395
7.945,1.6764,0,1.6764,2.41502e-09,0.276395
7.9475,1.6764,0,1.6764,2.30498e-09,0.276395
7.95,1.6764,0,1.6764,2.19995e-09,0.276395
7.9525,1.6764,0,1.6764,2.09972e-09,0.276395
7.955,1.6764,0,1.6764,2.00404e-09,0.276395
7.9575,1.6764,0,1.6764,1.91273e-09,0.276395
7.96,1.6764,0,1.6764,1.82558e-09,0.276395
7.9625,1.6764,0,1.6764,1.7424e-09,0.276395
7.965,1.6764,0,1.6764,1.66301e-09,0.276395
7.9675,1.6764,0,1.6764,1.58724e-09,0.276395
7.97,1.6764,0,1.6764,1.51492e-09,0.276395
7.9725,1.6764,0,1.6764,1.44589e-09,0.276395
7.975,1.6764,0,1.6764,1.38001e-09,0.276395
7.9775,1.6764,0,1.6764,1.31713e-09,0.276395
7.98,1.6764,0,1.6764,1.25712e-09,0.276395
7.9825,1.6764,0,1.6764,1.19984e-09,0.276395
7.985,1.6764,0,1.6764,1.14517e-09,0.276395
7.9875,1.6764,0,1.6764,1.09299e-09,0.276395
7.99,1.6764,0,1.6764,1.04319e-09,0.276395
7.9925,1.6764,0,1.6764,9.95658e-10,0.276395
7.995,1.6764,0,1.6764,9.50291e-10,0.276395
7.9975,1.6764,0,1.6764,9.06991e-10,0.276395
8,1.6764,0,1.6764,8.65667e-10,0.276395
8.0025,1.6764,0,1.6764,8.26225e-10,0.276395
8.005,1.6764,0,1.6764,7.88581e-10,0.276395
8.0075,1.6764,0,1.6764,7.52652e-10,0.276395
8.01,1.6764,0,1.6764,7.18357e-10,0.276395
8.0125,1.6764,0,1.6764,6.85624e-10,0.276395
8.015,1.6764,0,1.6764,6.54385e-10,0.276395
8.0175,1.6764,0,1.6764,6.24568e-10,0.276395
8.02,1.6764,0,1.6764,5.96109e-10,0.276395
8.0225,1.6764,0,1.6764,5.68947e-10,0.276395
8.025,1.6764,0,1.6764,5.43022e-10,0.276395
8.0275,1.6764,0,1.6764,5.18279e-10,0.276395
8.03,1.6764,0,1.6764,4.94664e-10,0.276395
8.0325,1.6764,0,1.6764,4.72127e-10,0.276395
8.035,1.6764,0,1.6764,4.50613e-10,0.276395
8.0375,1.6764,0,1.6764,4.30082e-10,0.276395
8.04,1.6764,0,1.6764,4.10488e-10,0.276395
8.0425,1.6764,0,1.6764,3.91785e-10,0.276395
8.045,1.6764,0,1.6764,3.73934e-10,0.276395
8.0475,1.6764,0,1.6764,3.56895e-10,0.276395
8.05,1.6764,0,1.6764,3.40635e-10,0.276395
8.0525,1.6764,0,1.6764,3.25116e-10,0.276395
8.055,1.6764,0,1.6764,3.10303e-10,0.276395
8.0575,1.6764,0,1.6764,2.96164e-10,0.276395
8.06,1.6764,0,1.6764,2.82669e-10,0.276395
8.0625,1.6764,0,1.6764,2.69788e-10,0.276395
8.065,1.6764,0,1.6764,2.57497e-10,0.276395
8.0675,1.6764,0,1.6764,2.45765e-10,0.276395
8.07,1.6764,0,1.6764,2.34568e-10,0.276395
8.0725,1.6764,0,1.6764,2.23882e-10,0.276395
8.075,1.6764,0,1.6764,2.13679e-10,0.276395
8.0775,1.6764,0,1.6764,2.03943e-10,0.276395
8.08,1.6764,0,1.6764,1.94651e-10,0.276395
8.0825,1.6764,0,1.6764,1.85783e-10,0.276395
8.085,1.6764,0,1.6764,1.77318e-10,0.276395
